,Unnamed: 0,year,over_start_bowler_balls_bowled,over_start_bowler_wickets_taken,over_start_bowler_runs_given,over_start_batsman_on_strike_fours,over_start_batsman_on_strike_sixers,over_start_batsman_off_strike_balls_faced,over_start_batsman_on_strike_balls_faced,over_start_batsman_offstrike_runs,over_start_batsman_onstrike_runs,innings,match_num,country,target,req_run_rate,over_start_run_rate,over_start_total_score,over_start_total_wickets_fallen,over,Bowler,batter_onStrike,batter_offstrike,wickets_fallen,sixers,fours,total_runs,bat_on_str_Ave,bat_on_str_SR,bat_on_str_100,bat_on_str_50,bat_on_str_0,bat_on_str_4s,bat_on_str_6s,bat_on_str_Mat,bat_on_str_Inns,bat_on_str_NO,bat_on_str_Runs,bat_on_str_HS,bat_on_str_BF,bowler_Mat,bowler_Inns,bowler_Overs,bowler_Mdns,bowler_Runs,bowler_Wkts,bowler_Ave,bowler_Econ,bowler_SR,bowler_4w,bowler_5w,bat_off_str_Ave,bat_off_str_SR,bat_off_str_100,bat_off_str_50,bat_off_str_0,bat_off_str_4s,bat_off_str_6s,bat_off_str_Mat,bat_off_str_Inns,bat_off_str_NO,bat_off_str_Runs,bat_off_str_HS,bat_off_str_BF,date
17673,17673,['2018-02-18'],20,1,31,0,0,49,1,68,1,2,652,South Africa,204,16.25,8.6875,139,4,16,HH Pandya,H Klaasen,RR Hendricks,0,1,1,15,,,,,,,,,,,,,,27.0,26,68.5,1,548,23,23.82,7.96,17.9,0,0,19.11,103.61,0,0,2,17,1,9.0,9,0,172,49,166,2018-02-18
17674,17674,['2018-02-18'],18,2,19,8,1,6,51,12,70,2,652,South Africa,204,16.66666667,9.058823529,154,4,17,B Kumar,RR Hendricks,H Klaasen,4,0,0,5,19.11,103.61,0,0,2,17,1,9.0,9,0,172,49,166,23.0,23,80.4,2,551,21,26.23,6.83,23,0,0,,,,,,,,,,,,,,2018-02-18
17675,17675,['2018-02-18'],18,0,22,0,0,0,0,0,0,2,652,South Africa,204,22.5,8.833333333,159,8,18,JJ Bumrah,AL Phehlukwayo,CJ Dala,0,0,1,10,13.5,117.39,0,0,2,4,0,9.0,3,1,27,27,23,32.0,32,114.1,4,767,40,19.17,6.71,17.1,0,0,,,,,,,,,,,,,,2018-02-18
17676,17676,['2018-02-18'],19,0,28,1,0,3,4,2,7,2,652,South Africa,204,35.0,8.894736842,169,8,19,JD Unadkat,AL Phehlukwayo,CJ Dala,1,0,1,6,13.5,117.39,0,0,2,4,0,9.0,3,1,27,27,23,4.0,4,13,0,87,4,21.75,6.69,19.5,0,0,,,,,,,,,,,,,,2018-02-18
17677,17677,['2017-02-17'],0,0,0,0,0,0,0,0,0,1,596,Australia,210,10.0,0.0,0,0,0,SL Malinga,AJ Finch,M Klinger,0,0,0,6,38.96,150.07,1,6,0,101,42,28.0,28,3,974,156,649,62.0,62,217.5,0,1582,78,20.28,7.26,16.7,1,1,,,,,,,,,,,,,,2017-02-17
17678,17678,['2017-02-17'],0,0,0,0,0,3,3,1,5,1,596,Australia,210,10.0,6.0,6,0,1,KMDN Kulasekara,M Klinger,AJ Finch,0,0,1,7,,,,,,,,,,,,,,53.0,53,185.1,6,1347,61,22.08,7.27,18.2,1,0,38.96,150.07,1,6,0,101,42,28.0,28,3,974,156,649,2017-02-17
17679,17679,['2017-02-17'],0,0,0,0,0,7,5,7,6,1,596,Australia,210,10.0,6.5,13,0,2,JRMVB Sanjaya,M Klinger,AJ Finch,0,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,38.96,150.07,1,6,0,101,42,28.0,28,3,974,156,649,2017-02-17
17680,17680,['2017-02-17'],6,0,7,1,0,10,8,11,8,1,596,Australia,210,10.0,6.333333333,19,0,3,KMDN Kulasekara,AJ Finch,M Klinger,0,0,1,8,38.96,150.07,1,6,0,101,42,28.0,28,3,974,156,649,53.0,53,185.1,6,1347,61,22.08,7.27,18.2,1,0,,,,,,,,,,,,,,2017-02-17
17681,17681,['2017-02-17'],6,0,6,2,0,11,13,10,17,1,596,Australia,210,10.0,6.75,27,0,4,JRMVB Sanjaya,M Klinger,AJ Finch,0,0,2,16,,,,,,,,,,,,,,,,,,,,,,,,,38.96,150.07,1,6,0,101,42,28.0,28,3,974,156,649,2017-02-17
17682,17682,['2017-02-17'],0,0,0,1,0,17,13,29,14,1,596,Australia,210,10.0,8.6,43,0,5,S Prasanna,AJ Finch,M Klinger,0,0,0,4,38.96,150.07,1,6,0,101,42,28.0,28,3,974,156,649,11.0,11,27,1,207,6,34.5,7.66,27,0,0,,,,,,,,,,,,,,2017-02-17
17683,17683,['2017-02-17'],0,0,0,1,0,22,15,30,16,1,596,Australia,210,11.0,7.833333333,47,0,6,PADLR Sandakan,AJ Finch,M Klinger,0,0,0,6,38.96,150.07,1,6,0,101,42,28.0,28,3,974,156,649,2.0,2,8,0,46,5,9.2,5.75,9.6,1,0,,,,,,,,,,,,,,2017-02-17
17684,17684,['2017-02-17'],7,0,4,4,0,19,24,20,32,1,596,Australia,210,11.0,7.571428571,53,0,7,S Prasanna,M Klinger,AJ Finch,0,0,1,8,,,,,,,,,,,,,,11.0,11,27,1,207,6,34.5,7.66,27,0,0,38.96,150.07,1,6,0,101,42,28.0,28,3,974,156,649,2017-02-17
17685,17685,['2017-02-17'],6,0,6,2,0,27,22,33,26,1,596,Australia,210,11.0,7.625,61,0,8,PADLR Sandakan,AJ Finch,M Klinger,0,0,0,6,38.96,150.07,1,6,0,101,42,28.0,28,3,974,156,649,2.0,2,8,0,46,5,9.2,5.75,9.6,1,0,,,,,,,,,,,,,,2017-02-17
17686,17686,['2017-02-17'],13,0,12,4,0,24,31,28,37,1,596,Australia,210,11.0,7.444444444,67,0,9,S Prasanna,M Klinger,AJ Finch,0,1,0,8,,,,,,,,,,,,,,11.0,11,27,1,207,6,34.5,7.66,27,0,0,38.96,150.07,1,6,0,101,42,28.0,28,3,974,156,649,2017-02-17
17687,17687,['2017-02-17'],12,0,12,2,1,32,29,38,35,1,596,Australia,210,11.0,7.5,75,0,10,PADLR Sandakan,AJ Finch,M Klinger,1,0,0,3,38.96,150.07,1,6,0,101,42,28.0,28,3,974,156,649,2.0,2,8,0,46,5,9.2,5.75,9.6,1,0,,,,,,,,,,,,,,2017-02-17
17692,17692,['2017-02-17'],12,0,22,0,1,15,10,14,17,1,596,Australia,210,12.0,7.733333333,116,2,15,JRMVB Sanjaya,MC Henriques,TM Head,1,1,0,13,4.66,82.35,0,0,0,1,0,6.0,3,0,14,12,17,,,,,,,,,,,,27.33,157.69,0,0,0,5,5,4.0,4,1,82,45,52,2017-02-17
17693,17693,['2017-02-17'],13,0,13,0,0,19,2,23,3,1,596,Australia,210,12.0,8.0625,129,3,16,SL Malinga,AJ Turner,TM Head,0,0,1,10,,,,,,,,,,,,,,62.0,62,217.5,0,1582,78,20.28,7.26,16.7,1,1,27.33,157.69,0,0,0,5,5,4.0,4,1,82,45,52,2017-02-17
17694,17694,['2017-02-17'],12,0,15,0,1,6,21,11,25,1,596,Australia,210,12.0,8.176470588,139,3,17,KMDN Kulasekara,TM Head,AJ Turner,0,0,0,9,27.33,157.69,0,0,0,5,5,4.0,4,1,82,45,52,53.0,53,185.1,6,1347,61,22.08,7.27,18.2,1,0,,,,,,,,,,,,,,2017-02-17
17695,17695,['2017-02-17'],19,0,23,1,0,24,10,29,15,1,596,Australia,210,12.0,8.222222222,148,3,18,SL Malinga,AJ Turner,TM Head,2,0,0,6,,,,,,,,,,,,,,62.0,62,217.5,0,1582,78,20.28,7.26,16.7,1,1,27.33,157.69,0,0,0,5,5,4.0,4,1,82,45,52,2017-02-17
17698,17698,['2017-02-17'],0,0,0,0,0,0,4,0,4,2,596,Sri Lanka,169,8.631578947,5.0,5,1,1,B Stanlake,N Dickwella,EMDY Munaweera,0,0,2,10,27.6,153.33,0,1,0,22,3,6.0,5,0,138,68,90,,,,,,,,,,,,13,92.85,0,0,0,5,0,4.0,4,1,39,17,42,2017-02-17
17700,17700,['2017-02-17'],8,0,10,0,0,16,2,16,3,2,596,Sri Lanka,169,8.647058824,7.333333333,22,1,3,B Stanlake,EMDY Munaweera,N Dickwella,0,1,3,24,13,92.85,0,0,0,5,0,4.0,4,1,39,17,42,,,,,,,,,,,,27.6,153.33,0,1,0,22,3,6.0,5,0,138,68,90,2017-02-17
17704,17704,['2017-02-17'],0,0,0,6,0,22,21,23,36,2,596,Sri Lanka,169,7.846153846,9.571428571,67,1,7,AJ Turner,EMDY Munaweera,N Dickwella,0,0,0,6,13,92.85,0,0,0,5,0,4.0,4,1,39,17,42,,,,,,,,,,,,27.6,153.33,0,1,0,22,3,6.0,5,0,138,68,90,2017-02-17
17706,17706,['2017-02-17'],15,0,34,0,0,26,1,41,1,2,596,Sri Lanka,169,8.090909091,8.888888889,80,2,9,B Stanlake,DAS Gunaratne,EMDY Munaweera,0,0,0,8,14,96.55,0,0,0,2,1,4.0,4,2,28,11,29,,,,,,,,,,,,13,92.85,0,0,0,5,0,4.0,4,1,39,17,42,2017-02-17
17714,17714,['2017-02-17'],6,0,6,7,0,10,37,15,52,2,596,Sri Lanka,169,6.0,8.882352941,151,3,17,AJ Turner,DAS Gunaratne,TAM Siriwardana,2,0,1,6,14,96.55,0,0,0,2,1,4.0,4,2,28,11,29,,,,,,,,,,,,18.75,133.92,0,0,2,14,10,17.0,15,3,225,42,168,2017-02-17
17742,17742,['2015-11-09'],0,0,0,0,0,15,0,26,0,2,460,West Indies,216,11.93333333,7.4,37,2,5,PVD Chameera,AD Russell,ADS Fletcher,0,3,0,19,11.41,122.01,0,0,6,16,7,33.0,25,8,194,24,159,,,,,,,,,,,,17.35,102.96,0,3,5,22,14,22.0,22,2,347,62,337,2015-11-09
17745,17745,['2015-11-09'],6,0,19,3,6,1,25,0,57,2,460,West Indies,216,10.83333333,10.75,86,3,8,PVD Chameera,ADS Fletcher,DJ Bravo,1,0,1,7,17.35,102.96,0,3,5,22,14,22.0,22,2,347,62,337,,,,,,,,,,,,25.29,119.08,0,3,4,55,41,53.0,48,11,936,66,786,2015-11-09
17747,17747,['2015-11-09'],14,1,26,2,0,3,11,4,10,2,460,West Indies,216,11.4,10.2,102,4,10,PVD Chameera,KA Pollard,DJ Bravo,0,0,0,4,22.6,142.24,0,2,1,48,34,43.0,37,9,633,63,445,,,,,,,,,,,,25.29,119.08,0,3,4,55,41,53.0,48,11,936,66,786,2015-11-09
17751,17751,['2015-11-09'],18,2,44,0,0,3,3,2,3,2,460,West Indies,216,12.16666667,10.21428571,143,6,14,SMSM Senanayake,DJG Sammy,JO Holder,2,0,0,2,17.03,152.99,0,0,2,41,27,58.0,45,15,511,42,334,17.0,16,55,0,300,18,16.66,5.45,18.3,0,0,,,,,,,,3.0,,,,,,2015-11-09
17763,17763,['2016-03-18'],0,0,0,2,4,14,22,21,37,1,539,New Zealand,210,11.0,9.666666667,58,0,6,A Zampa,MJ Guptill,KS Williamson,0,0,0,3,34.12,129.91,1,9,2,154,69,58.0,56,7,1672,101,1287,2.0,2,8,0,49,0,,6.12,,0,0,35.5,125.84,0,5,1,102,10,31.0,29,5,852,72,677,2016-03-18
17774,17774,['2016-03-18'],19,1,15,0,0,10,2,11,1,1,539,New Zealand,210,12.0,6.941176471,118,5,17,MR Marsh,L Ronchi,GD Elliott,0,0,2,11,,,,,,,,,,,,,,54.0,45,141,2,1084,43,25.2,7.68,19.6,1,0,,,,,,,,,,,,,,2016-03-18
17775,17775,['2016-03-18'],12,1,13,0,0,14,4,20,3,1,539,New Zealand,210,12.0,7.166666667,129,5,18,JP Faulkner,L Ronchi,GD Elliott,1,0,0,5,,,,,,,,,,,,,,54.0,45,141,2,1084,43,25.2,7.68,19.6,1,0,,,,,,,,,,,,,,2016-03-18
17793,17793,['2016-03-18'],18,2,15,0,1,2,14,0,13,2,539,Australia,143,10.5,6.3125,101,5,16,MJ Santner,MR Marsh,AC Agar,0,2,0,15,25.75,137.33,0,0,0,5,6,7.0,7,3,103,36,75,6.0,6,20,0,113,11,10.27,5.65,10.9,1,0,,,,,,,,1.0,,,,,,2016-03-18
17794,17794,['2016-03-18'],18,1,9,0,2,4,18,7,21,2,539,Australia,143,9.0,6.823529412,116,5,17,IS Sodhi,MR Marsh,AC Agar,0,0,0,5,25.75,137.33,0,0,0,5,6,7.0,7,3,103,36,75,6.0,6,21,0,144,9,16,6.85,14,0,0,,,,,,,,1.0,,,,,,2016-03-18
17795,17795,['2016-03-18'],12,1,15,0,2,6,22,9,24,2,539,Australia,143,11.0,6.722222222,121,5,18,MJ McClenaghan,MR Marsh,AC Agar,2,0,0,3,25.75,137.33,0,0,0,5,6,7.0,7,3,103,36,75,24.0,24,87.2,2,671,26,25.8,7.68,20.1,0,0,,,,,,,,1.0,,,,,,2016-03-18
17814,17814,['2021-09-12'],19,2,21,0,0,1,20,0,14,1,1270,Sri Lanka,210,10.0,6.058823529,103,8,17,AK Markram,KIC Asalanka,M Theekshana,1,0,0,0,25,111.11,0,0,0,3,3,2.0,2,0,50,44,45,13.0,3,5,0,61,1,61,12.2,30,0,0,,,,,,,,1.0,,,,,,2021-09-12
17815,17815,['2021-09-12'],12,0,11,0,0,5,1,0,0,1,1270,Sri Lanka,210,10.0,5.722222222,103,9,18,KA Maharaj,M Theekshana,P Jayawickrama,1,0,0,0,,,,,,,,1.0,,,,,,1.0,1,4,0,19,1,19,4.75,24,0,0,,,,,,,,,,,,,,2021-09-12
17820,17820,['2021-09-12'],0,0,0,0,0,19,8,21,4,2,1270,South Africa,104,4.75,7.0,28,0,4,P Jayawickrama,RR Hendricks,Q de Kock,0,0,2,12,27.02,123.02,0,6,2,107,15,34.0,34,0,919,74,747,,,,,,,,,,,,32.82,137.32,0,9,3,165,65,55.0,55,5,1641,79,1195,2021-09-12
17830,17830,['2021-09-12'],6,0,12,7,0,20,49,21,58,2,1270,South Africa,104,0.5,7.214285714,101,1,14,P Jayawickrama,Q de Kock,AK Markram,0,0,0,4,32.82,137.32,0,9,3,165,65,55.0,55,5,1641,79,1195,,,,,,,,,,,,33.75,150,0,4,0,33,19,13.0,12,0,405,70,270,2021-09-12
17843,17843,['2019-03-08'],0,0,0,4,0,22,26,22,33,1,751,England,210,8.0,6.666666667,80,4,12,OC McCoy,JE Root,SW Billings,0,0,0,6,34.21,128.17,0,4,2,80,16,29.0,27,4,787,90,614,,,,,,,,,,,,13.35,130.45,0,1,1,20,8,19.0,17,0,227,53,174,2019-03-08
17845,17845,['2019-03-08'],6,0,6,4,0,28,32,31,38,1,751,England,210,8.0,6.714285714,94,4,14,OC McCoy,JE Root,SW Billings,0,0,3,16,34.21,128.17,0,4,2,80,16,29.0,27,4,787,90,614,,,,,,,,,,,,13.35,130.45,0,1,1,20,8,19.0,17,0,227,53,174,2019-03-08
17850,17850,['2019-03-08'],12,0,22,8,1,9,42,13,65,1,751,England,210,12.0,8.421052632,160,5,19,OC McCoy,SW Billings,DJ Willey,1,2,2,22,13.35,130.45,0,1,1,20,8,19.0,17,0,227,53,174,,,,,,,,,,,,12.75,130.76,0,0,1,8,9,25.0,18,6,153,29,117,2019-03-08
17862,17862,['2019-03-08'],12,1,4,0,0,4,15,1,4,2,751,West Indies,183,15.77777778,3.727272727,41,9,11,LE Plunkett,D Bishoo,OC McCoy,1,0,1,4,6,100,0,0,1,1,0,5.0,2,1,6,6,6,21.0,21,76.3,1,619,23,26.91,8.09,19.9,0,0,,,,,,,,,,,,,,2019-03-08
17897,17897,['2020-02-26'],18,1,15,0,0,2,4,1,2,2,1065,South Africa,194,17.33333333,6.428571429,90,7,14,AC Agar,A Nortje,K Rabada,2,0,0,1,,,,,,,,2.0,,,,,,23.0,23,75,1,516,22,23.45,6.88,20.4,0,1,9,87.09,0,0,2,1,2,23.0,5,2,27,22,31,2020-02-26
17925,17925,['2017-10-29'],0,0,0,2,1,3,16,7,22,2,628,Bangladesh,225,12.85714286,7.5,45,4,6,D Pretorius,Soumya Sarkar,Mahmudullah,0,0,3,15,19.6,125.64,0,0,4,56,16,25.0,25,0,490,48,390,1.0,1,2,0,20,0,,10,,0,0,19.82,115.48,0,3,2,59,29,59.0,52,11,813,64,704,2017-10-29
17928,17928,['2017-10-29'],6,0,15,1,0,0,9,0,10,2,628,Bangladesh,225,13.90909091,8.0,72,5,9,D Pretorius,Mahmudullah,Liton Das,0,0,0,5,19.82,115.48,0,3,2,59,29,59.0,52,11,813,64,704,1.0,1,2,0,20,0,,10,,0,0,16.33,108.88,0,0,0,3,1,3.0,3,0,49,22,45,2017-10-29
17930,17930,['2017-10-29'],12,0,20,0,0,16,5,22,3,2,628,Bangladesh,225,15.33333333,7.909090909,87,5,11,D Pretorius,Liton Das,Mahmudullah,1,1,0,8,16.33,108.88,0,0,0,3,1,3.0,3,0,49,22,45,1.0,1,2,0,20,0,,10,,0,0,19.82,115.48,0,3,2,59,29,59.0,52,11,813,64,704,2017-10-29
17938,17938,['2019-03-10'],0,0,0,0,0,0,0,0,0,1,752,West Indies,210,10.0,0.0,0,0,0,DJ Willey,SD Hope,JD Campbell,1,0,0,1,20.66,145.31,0,1,0,21,9,11.0,9,0,186,55,128,26.0,26,86.5,0,729,30,24.3,8.39,17.3,0,0,,,,,,,,,,,,,,2019-03-10
17939,17939,['2019-03-10'],0,0,0,0,0,4,1,0,1,1,752,West Indies,210,8.0,1.0,1,1,1,TK Curran,SO Hetmyer,JD Campbell,0,0,1,8,12.62,118.82,0,0,1,12,4,10.0,8,0,101,26,85,9.0,9,30,0,272,11,24.72,9.06,16.3,1,0,,,,,,,,,,,,,,2019-03-10
17940,17940,['2019-03-10'],6,1,1,0,0,6,5,8,1,1,752,West Indies,210,8.0,4.5,9,1,2,DJ Willey,JD Campbell,SO Hetmyer,1,0,1,5,,,,,,,,,,,,,,26.0,26,86.5,0,729,30,24.3,8.39,17.3,0,0,12.62,118.82,0,0,1,12,4,10.0,8,0,101,26,85,2019-03-10
17941,17941,['2019-03-10'],0,0,0,0,0,2,8,4,2,1,752,West Indies,210,8.0,4.666666667,14,2,3,CJ Jordan,JD Campbell,DM Bravo,0,0,2,10,,,,,,,,,,,,,,37.0,37,132.4,0,1142,46,24.82,8.6,17.3,2,0,21,107.69,0,0,3,27,13,19.0,17,1,336,43,312,2019-03-10
17942,17942,['2019-03-10'],12,2,6,2,0,4,13,4,11,1,752,West Indies,210,8.0,6.0,24,2,4,DJ Willey,JD Campbell,DM Bravo,2,0,0,1,,,,,,,,,,,,,,26.0,26,86.5,0,729,30,24.3,8.39,17.3,0,0,21,107.69,0,0,3,27,13,19.0,17,1,336,43,312,2019-03-10
17943,17943,['2019-03-10'],7,0,10,0,0,1,2,0,1,1,752,West Indies,210,,5.0,25,4,5,CJ Jordan,N Pooran,JO Holder,0,0,0,5,25.87,150,0,2,0,17,12,10.0,10,2,207,58,138,37.0,37,132.4,0,1142,46,24.82,8.6,17.3,2,0,9.8,113.95,0,0,2,5,1,10.0,6,1,49,26,43,2019-03-10
17950,17950,['2019-03-10'],6,1,7,0,0,1,2,0,2,1,752,West Indies,210,6.0,5.0,60,9,12,AU Rashid,D Bishoo,OC McCoy,1,1,1,11,7,53.84,0,0,1,2,0,6.0,3,1,14,8,26,35.0,33,116,1,845,34,24.85,7.28,20.4,0,0,,25,0,0,0,0,0,1.0,1,1,1,1,4,2019-03-10
17960,17960,['2019-03-10'],0,0,0,0,0,5,5,0,2,2,752,England,72,1.090909091,6.666666667,60,2,9,JD Campbell,JE Root,EJG Morgan,0,0,0,1,35.08,128.74,0,5,2,87,16,30.0,28,4,842,90,654,,,,,,,,,,,,27.66,130.17,0,9,3,130,77,79.0,77,14,1743,85,1339,2019-03-10
17969,17969,['2017-12-22'],0,0,0,5,2,23,19,33,38,1,634,India,210,11.0,10.14285714,71,0,7,PC de Silva,RG Sharma,KL Rahul,0,1,2,16,30.04,129.93,1,12,3,134,56,69.0,62,12,1502,106,1156,1.0,1,1,0,14,0,,14,,0,0,52.14,144.84,1,2,1,36,12,10.0,9,2,365,110,252,2017-12-22
18001,18001,['2018-02-03'],0,0,0,0,0,5,2,5,3,1,642,New Zealand,210,10.0,11.0,11,0,1,B Stanlake,C Munro,MJ Guptill,2,0,0,4,33.23,157.5,3,5,4,71,63,40.0,37,7,997,109,633,1.0,1,3,0,42,0,,14,,0,0,33,130.03,1,12,2,182,86,70.0,68,7,2013,101,1548,2018-02-03
18003,18003,['2018-02-03'],6,2,4,0,0,10,1,1,3,1,642,New Zealand,210,8.0,5.333333333,16,2,3,B Stanlake,TC Bruce,KS Williamson,1,0,0,1,20.27,128.9,0,1,0,21,7,13.0,13,2,223,59,173,1.0,1,3,0,42,0,,14,,0,0,32.91,122.16,0,7,2,137,17,46.0,44,7,1218,73,997,2018-02-03
18005,18005,['2018-02-03'],12,3,5,1,0,16,4,5,5,1,642,New Zealand,210,8.0,5.0,25,3,5,B Stanlake,LRPL Taylor,KS Williamson,0,0,0,4,24.5,122.16,0,5,4,87,52,76.0,68,14,1323,63,1083,1.0,1,3,0,42,0,,14,,0,0,32.91,122.16,0,7,2,137,17,46.0,44,7,1218,73,997,2018-02-03
18008,18008,['2018-02-03'],6,0,5,1,0,3,14,3,13,1,642,New Zealand,210,8.0,5.0,40,4,8,AC Agar,LRPL Taylor,TA Blundell,0,0,0,5,24.5,122.16,0,5,4,87,52,76.0,68,14,1323,63,1083,2.0,2,3,0,43,1,43,14.33,18,0,0,,60,0,0,0,0,0,2.0,1,1,3,3,5,2018-02-03
18009,18009,['2018-02-03'],7,1,6,1,0,5,18,6,15,1,642,New Zealand,210,8.0,5.0,45,4,9,AJ Tye,LRPL Taylor,TA Blundell,0,0,0,4,24.5,122.16,0,5,4,87,52,76.0,68,14,1323,63,1083,7.0,7,23.2,0,228,6,38,9.77,23.3,0,0,,60,0,0,0,0,0,2.0,1,1,3,3,5,2018-02-03
18010,18010,['2018-02-03'],0,0,0,0,0,20,9,16,9,1,642,New Zealand,210,8.0,4.9,49,4,10,A Zampa,TA Blundell,LRPL Taylor,0,0,0,5,,60,0,0,0,0,0,2.0,1,1,3,3,5,12.0,12,40,0,237,16,14.81,5.92,15,0,0,24.5,122.16,0,5,4,87,52,76.0,68,14,1323,63,1083,2018-02-03
18011,18011,['2018-02-03'],12,0,10,0,0,22,13,17,12,1,642,New Zealand,210,8.0,4.909090909,54,4,11,AC Agar,TA Blundell,LRPL Taylor,0,0,0,6,,60,0,0,0,0,0,2.0,1,1,3,3,5,2.0,2,3,0,43,1,43,14.33,18,0,0,24.5,122.16,0,5,4,87,52,76.0,68,14,1323,63,1083,2018-02-03
18012,18012,['2018-02-03'],6,0,5,0,0,26,16,20,14,1,642,New Zealand,210,8.0,5.0,60,4,12,A Zampa,TA Blundell,LRPL Taylor,1,0,0,3,,60,0,0,0,0,0,2.0,1,1,3,3,5,12.0,12,40,0,237,16,14.81,5.92,15,0,0,24.5,122.16,0,5,4,87,52,76.0,68,14,1323,63,1083,2018-02-03
18013,18013,['2018-02-03'],18,3,9,0,0,30,2,21,1,1,642,New Zealand,210,8.0,4.846153846,63,5,13,B Stanlake,C de Grandhomme,LRPL Taylor,0,0,1,6,14.71,153.73,0,0,1,5,8,14.0,12,5,103,41,67,1.0,1,3,0,42,0,,14,,0,0,24.5,122.16,0,5,4,87,52,76.0,68,14,1323,63,1083,2018-02-03
18020,18020,['2018-02-03'],0,0,0,0,0,0,0,0,0,2,642,Australia,118,5.9,0.0,0,0,0,TA Boult,DA Warner,DJM Short,0,0,0,1,27.35,139.24,0,12,5,164,74,65.0,65,3,1696,90,1218,20.0,20,74,1,605,29,20.86,8.17,15.3,1,0,,,,,,,,,,,,,,2018-02-03
18021,18021,['2018-02-03'],0,0,0,0,0,1,5,0,1,2,642,Australia,118,6.157894737,1.0,1,0,1,TG Southee,DA Warner,DJM Short,1,0,2,9,27.35,139.24,0,12,5,164,74,65.0,65,3,1696,90,1218,46.0,44,161.3,2,1395,57,24.47,8.63,17,0,1,,,,,,,,,,,,,,2018-02-03
18031,18031,['2018-02-03'],13,1,18,3,1,0,22,0,32,2,642,Australia,118,3.444444444,7.909090909,87,3,11,TG Southee,GJ Maxwell,AT Carey,0,0,2,9,28.93,165.48,1,3,1,78,44,38.0,33,4,839,145,507,46.0,44,161.3,2,1395,57,24.47,8.63,17,0,1,,,,,,,,,,,,,,2018-02-03
18037,18037,['2014-12-05'],0,0,0,1,0,17,14,22,9,1,412,New Zealand,210,10.0,6.4,32,0,5,Raza Hasan,AP Devcich,KS Williamson,0,0,2,11,30,152.54,0,1,0,14,2,3.0,3,0,90,59,59,,,,,,,,,,,,27.2,120.71,0,1,1,46,5,20.0,18,3,408,51,338,2014-12-05
18040,18040,['2014-12-05'],6,0,11,3,1,1,25,1,29,1,412,New Zealand,210,9.0,6.5,52,2,8,Raza Hasan,KS Williamson,LRPL Taylor,0,0,0,3,27.2,120.71,0,1,1,46,5,20.0,18,3,408,51,338,,,,,,,,,,,,24.19,120.06,0,5,4,72,44,62.0,56,10,1113,63,927,2014-12-05
18044,18044,['2014-12-05'],12,0,14,0,0,9,10,15,6,1,412,New Zealand,210,9.0,6.333333333,76,3,12,Raza Hasan,LRPL Taylor,TWM Latham,1,0,0,2,24.19,120.06,0,5,4,72,44,62.0,56,10,1113,63,927,,,,,,,,,,,,13.83,102.46,0,0,0,5,1,9.0,6,0,83,22,81,2014-12-05
18045,18045,['2014-12-05'],13,2,6,2,0,1,11,0,16,1,412,New Zealand,210,8.0,6.0,78,4,13,Shahid Afridi,TWM Latham,L Ronchi,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-05
18046,18046,['2014-12-05'],18,1,16,2,0,4,16,2,19,1,412,New Zealand,210,8.0,6.071428571,85,4,14,Raza Hasan,TWM Latham,L Ronchi,0,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-05
18047,18047,['2014-12-05'],21,2,13,0,0,20,6,25,4,1,412,New Zealand,210,12.0,6.2,93,4,15,Shahid Afridi,L Ronchi,TWM Latham,0,2,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-05
18048,18048,['2014-12-05'],12,0,12,0,2,21,12,26,18,1,412,New Zealand,210,12.0,7.0625,113,4,16,Umar Gul,L Ronchi,TWM Latham,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-05
18049,18049,['2014-12-05'],12,0,11,0,2,0,16,0,22,1,412,New Zealand,210,12.0,6.882352941,117,5,17,Sohail Tanvir,L Ronchi,JDS Neesham,1,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-05
18052,18052,['2014-12-05'],0,0,0,0,0,0,0,0,0,2,412,Pakistan,145,7.25,0.0,0,0,0,AP Devcich,Sarfraz Ahmed,Ahmed Shehzad,1,0,0,3,81,117.39,0,1,0,9,2,5.0,2,1,81,76,69,3.0,3,8,0,64,0,,8,,0,0,27.04,119.85,1,3,2,74,20,27.0,27,2,676,111,564,2014-12-05
18053,18053,['2014-12-05'],0,0,0,0,0,2,1,1,1,2,412,Pakistan,145,7.473684211,3.0,3,1,1,MJ Henry,Mohammad Hafeez,Ahmed Shehzad,0,0,2,12,24.2,115.15,0,7,5,135,32,59.0,57,3,1307,86,1135,1.0,1,4,0,31,0,,7.75,,0,0,27.04,119.85,1,3,2,74,20,27.0,27,2,676,111,564,2014-12-05
