,Unnamed: 0,year,over_start_bowler_balls_bowled,over_start_bowler_wickets_taken,over_start_bowler_runs_given,over_start_batsman_on_strike_fours,over_start_batsman_on_strike_sixers,over_start_batsman_off_strike_balls_faced,over_start_batsman_on_strike_balls_faced,over_start_batsman_offstrike_runs,over_start_batsman_onstrike_runs,innings,match_num,country,target,req_run_rate,over_start_run_rate,over_start_total_score,over_start_total_wickets_fallen,over,Bowler,batter_onStrike,batter_offstrike,wickets_fallen,sixers,fours,total_runs,bat_on_str_Ave,bat_on_str_SR,bat_on_str_100,bat_on_str_50,bat_on_str_0,bat_on_str_4s,bat_on_str_6s,bat_on_str_Mat,bat_on_str_Inns,bat_on_str_NO,bat_on_str_Runs,bat_on_str_HS,bat_on_str_BF,bowler_Mat,bowler_Inns,bowler_Overs,bowler_Mdns,bowler_Runs,bowler_Wkts,bowler_Ave,bowler_Econ,bowler_SR,bowler_4w,bowler_5w,bat_off_str_Ave,bat_off_str_SR,bat_off_str_100,bat_off_str_50,bat_off_str_0,bat_off_str_4s,bat_off_str_6s,bat_off_str_Mat,bat_off_str_Inns,bat_off_str_NO,bat_off_str_Runs,bat_off_str_HS,bat_off_str_BF,date
3090,3090,['2022-06-17'],12,0,7,2,0,4,17,0,18,2,1572,South Africa,170,12.33333333,5.363636364,59,5,11,AR Patel,HE van der Dussen,M Jansen,0,1,1,11,38.84,131.16,0,7,1,62,45,37.0,34,8,1010,94,770,18.0,18,62,0,442,15,29.46,7.12,24.8,0,0,,,,,,,,,,,,,,2022-06-17
3091,3091,['2022-06-17'],12,1,16,2,0,9,18,10,19,2,1572,South Africa,170,12.5,5.833333333,70,5,12,YS Chahal,HE van der Dussen,M Jansen,0,0,0,3,38.84,131.16,0,7,1,62,45,37.0,34,8,1010,94,770,57.0,57,220.4,1,1818,72,25.25,8.23,18.3,2,1,,,,,,,,,,,,,,2022-06-17
3092,3092,['2022-06-17'],12,2,12,1,1,19,15,20,11,2,1572,South Africa,170,13.85714286,5.615384615,73,5,13,Avesh Khan,M Jansen,HE van der Dussen,3,0,0,5,,,,,,,,,,,,,,5.0,5,19,1,152,2,76,8,57,0,0,38.84,131.16,0,7,1,62,45,37.0,34,8,1010,94,770,2022-06-17
3142,3142,['2019-08-06'],0,0,0,0,1,5,11,0,8,1,846,West Indies,210,9.0,3.666666667,22,3,6,RD Chahar,KA Pollard,N Pooran,0,0,1,8,20.6,125.18,0,2,1,59,44,61.0,52,11,845,63,675,,,,,,,,,,,,23.36,125.36,0,2,0,19,14,13.0,13,2,257,58,205,2019-08-06
3144,3144,['2019-08-06'],6,0,8,0,1,13,16,6,10,1,846,West Indies,210,9.0,4.125,33,3,8,RD Chahar,KA Pollard,N Pooran,0,2,0,13,20.6,125.18,0,2,1,59,44,61.0,52,11,845,63,675,,,,,,,,,,,,23.36,125.36,0,2,0,19,14,13.0,13,2,257,58,205,2019-08-06
3153,3153,['2019-08-06'],12,0,21,0,0,9,5,13,4,1,846,West Indies,210,12.0,6.647058824,113,5,17,RD Chahar,CR Brathwaite,R Powell,1,1,0,8,15,112.35,0,0,3,13,21,40.0,26,6,300,37,267,,,,,,,,,,,,18.6,121.3,0,2,1,25,11,22.0,17,2,279,54,230,2019-08-06
3215,3215,['2022-07-10'],19,0,34,0,0,3,0,5,0,2,1631,India,216,21.0,10.26315789,195,7,19,CJ Jordan,Avesh Khan,HV Patel,2,0,0,3,,,,,,,,8.0,,,,,,77.0,76,267.5,2,2300,86,26.74,8.58,18.6,3,0,12,137.14,0,0,1,5,2,16.0,7,3,48,18,35,2022-07-10
3216,3216,['2022-07-07'],0,0,0,0,0,0,0,0,0,1,1617,Bangladesh,210,10.0,0.0,0,0,0,KR Mayers,Liton Das,Anamul Haque,0,0,0,5,19.39,122.33,0,5,4,87,30,50.0,49,1,931,61,761,9.0,1,1,0,10,0,,10,,0,0,28.76,118.73,0,1,1,41,12,15.0,15,2,374,58,315,2022-07-07
3218,3218,['2022-07-07'],6,0,5,0,0,6,10,3,5,1,1617,Bangladesh,210,10.0,7.0,14,0,2,KR Mayers,Liton Das,Anamul Haque,0,0,1,9,19.39,122.33,0,5,4,87,30,50.0,49,1,931,61,761,9.0,1,1,0,10,0,,10,,0,0,28.76,118.73,0,1,1,41,12,15.0,15,2,374,58,315,2022-07-07
3276,3276,['2022-07-07'],0,0,0,0,0,1,4,0,1,2,1616,England,199,10.31578947,3.0,3,1,1,Arshdeep Singh,JJ Roy,DJ Malan,0,0,0,2,25.36,143.45,0,8,6,149,67,58.0,58,1,1446,78,1008,,,,,,,,,,,,41.3,137.2,1,11,0,128,41,36.0,35,5,1239,103,903,2022-07-07
3278,3278,['2022-07-07'],6,0,2,1,0,11,6,2,6,2,1616,England,199,11.0,4.0,12,1,3,Arshdeep Singh,DJ Malan,JJ Roy,0,0,2,11,41.3,137.2,1,11,0,128,41,36.0,35,5,1239,103,903,,,,,,,,,,,,25.36,143.45,0,8,6,149,67,58.0,58,1,1446,78,1008,2022-07-07
3291,3291,['2022-07-07'],19,4,24,1,0,0,7,0,9,2,1616,England,199,19.75,7.5,120,8,16,HH Pandya,CJ Jordan,RJW Topley,0,0,1,10,14.91,132.1,0,0,3,24,18,75.0,43,19,358,36,271,61.0,52,148.5,1,1256,43,29.2,8.43,20.7,1,0,,75,0,0,0,0,0,10.0,3,3,3,2,4,2022-07-07
3292,3292,['2022-07-07'],12,0,13,1,0,10,3,13,6,2,1616,England,199,23.0,7.647058824,130,8,17,Arshdeep Singh,RJW Topley,CJ Jordan,1,0,0,5,,75,0,0,0,0,0,10.0,3,3,3,2,4,,,,,,,,,,,,14.91,132.1,0,0,3,24,18,75.0,43,19,358,36,271,2022-07-07
3294,3294,['2022-07-07'],19,1,18,2,1,2,16,0,25,2,1616,England,199,53.0,7.684210526,146,9,19,Arshdeep Singh,CJ Jordan,MW Parkinson,1,0,0,2,14.91,132.1,0,0,3,24,18,75.0,43,19,358,36,271,,,,,,,,,,,,2.5,83.33,0,0,1,1,0,4.0,2,0,5,5,6,2022-07-07
3299,3299,['2022-07-09'],0,0,0,2,2,12,15,15,25,1,1628,India,210,10.0,10.75,43,0,4,RJ Gleeson,RG Sharma,RR Pant,1,0,1,6,32.39,139.74,4,26,7,298,155,126.0,118,15,3337,118,2388,,,,,,,,,,,,23.15,123.91,0,3,3,55,31,48.0,42,10,741,65,598,2022-07-09
3301,3301,['2022-07-09'],6,1,6,0,0,17,2,26,1,1,1628,India,210,9.0,10.16666667,61,1,6,RJ Gleeson,V Kohli,RR Pant,2,0,0,0,51.5,137.67,0,30,3,298,92,97.0,89,25,3296,94,2394,,,,,,,,,,,,23.15,123.91,0,3,3,55,31,48.0,42,10,741,65,598,2022-07-09
3306,3306,['2022-07-09'],12,3,6,0,0,2,0,0,0,1,1628,India,210,8.0,8.090909091,89,5,11,RJ Gleeson,RA Jadeja,KD Karthik,0,0,0,2,21.73,124.42,0,0,2,25,8,58.0,29,14,326,45,262,,,,,,,,,,,,31.68,145.68,0,1,3,56,19,40.0,33,17,507,55,348,2022-07-09
3312,3312,['2022-07-09'],19,3,8,3,0,0,16,0,24,1,1628,India,210,10.0,8.529411765,145,7,17,RJ Gleeson,RA Jadeja,B Kumar,0,0,0,7,21.73,124.42,0,0,2,25,8,58.0,29,14,326,45,262,,,,,,,,,,,,11.8,75.64,0,0,1,0,0,67.0,15,10,59,16,78,2022-07-09
3330,3330,['2022-07-09'],12,2,11,2,1,0,15,0,20,2,1628,England,171,13.0,7.066666667,106,8,15,B Kumar,DJ Willey,RJ Gleeson,1,0,0,4,14,132.84,0,0,1,10,11,32.0,21,8,182,29,137,67.0,66,232.5,4,1617,67,24.13,6.94,20.8,2,1,,,,,,,,,,,,,,2022-07-09
3335,3335,['2022-07-29'],0,0,0,2,0,8,11,13,11,1,1702,India,210,10.0,8.333333333,25,0,3,AS Joseph,SA Yadav,RG Sharma,0,1,1,18,38.35,177.22,1,4,2,54,29,19.0,17,3,537,117,303,,,,,,,,,,,,32.18,139.62,4,26,7,303,157,128.0,120,15,3379,118,2420,2022-07-29
3339,3339,['2022-07-29'],6,0,18,0,0,19,4,18,2,1,1702,India,210,9.0,7.142857143,50,2,7,AS Joseph,RR Pant,RG Sharma,0,1,0,12,22.58,124.27,0,3,3,59,32,50.0,44,10,768,65,618,,,,,,,,,,,,32.18,139.62,4,26,7,303,157,128.0,120,15,3379,118,2420,2022-07-29
3343,3343,['2022-07-29'],12,0,30,3,2,2,32,1,42,1,1702,India,210,9.0,8.272727273,91,3,11,AS Joseph,RG Sharma,HH Pandya,1,0,2,13,32.18,139.62,4,26,7,303,157,128.0,120,15,3379,118,2420,,,,,,,,,,,,24.06,147.22,0,1,2,54,42,63.0,44,12,770,51,523,2022-07-29
3347,3347,['2022-07-29'],19,1,43,0,0,12,0,15,0,1,1702,India,210,12.0,8.733333333,131,5,15,AS Joseph,KD Karthik,RA Jadeja,1,0,1,7,29.16,141.12,0,1,3,58,19,42.0,35,17,525,55,372,,,,,,,,,,,,23.68,128.47,0,0,2,30,9,60.0,31,15,379,46,295,2022-07-29
3369,3369,['2022-07-29'],18,1,24,0,0,14,2,5,2,2,1702,West Indies,191,29.0,6.117647059,104,8,17,RA Jadeja,AS Joseph,KMA Paul,0,0,0,2,,,,,,,,,,,,,,60.0,58,193.1,4,1385,48,28.85,7.16,24.1,0,0,21,117.48,0,0,1,8,11,21.0,14,6,168,29,143,2022-07-29
3370,3370,['2022-07-29'],20,2,20,0,0,7,15,3,6,2,1702,West Indies,191,42.5,5.888888889,106,8,18,Arshdeep Singh,KMA Paul,AS Joseph,0,0,0,5,21,117.48,0,0,1,8,11,21.0,14,6,168,29,143,1.0,1,3.3,1,18,2,9,5.14,10.5,0,0,,,,,,,,,,,,,,2022-07-29
3371,3371,['2022-07-29'],21,2,15,0,0,9,19,4,9,2,1702,West Indies,191,80.0,5.842105263,111,8,19,Ravi Bishnoi,KMA Paul,AS Joseph,0,0,2,11,21,117.48,0,0,1,8,11,21.0,14,6,168,29,143,6.0,6,24,0,179,7,25.57,7.45,20.5,0,0,,,,,,,,,,,,,,2022-07-29
3461,3461,['2022-07-27'],0,0,0,1,4,10,38,19,50,1,1693,England,210,12.0,9.866666667,148,3,15,T Stubbs,JM Bairstow,MM Ali,0,2,0,20,26.44,135.84,0,7,5,111,49,63.0,57,12,1190,86,876,2.0,,,,,,,,,,,19.13,139.64,0,4,9,57,36,52.0,47,10,708,72,507,2022-07-27
3476,3476,['2022-07-27'],12,2,12,0,0,4,1,4,1,2,1693,South Africa,235,14.7,8.8,88,4,10,RJW Topley,T Stubbs,DA Miller,0,0,0,5,,,,,,,,2.0,,,,,,12.0,12,41.1,0,341,12,28.41,8.28,20.5,0,0,32.44,141.71,1,5,0,124,86,100.0,87,29,1882,101,1328,2022-07-27
3477,3477,['2022-07-27'],6,1,5,0,0,8,3,6,3,2,1693,South Africa,235,15.77777778,8.454545455,93,4,11,MM Ali,T Stubbs,DA Miller,0,3,0,22,,,,,,,,2.0,,,,,,52.0,45,114.1,1,934,36,25.94,8.18,19,0,0,32.44,141.71,1,5,0,124,86,100.0,87,29,1882,101,1328,2022-07-27
3478,3478,['2022-07-27'],6,0,14,0,0,8,9,24,7,2,1693,South Africa,235,15.0,9.583333333,115,4,12,CJ Jordan,DA Miller,T Stubbs,0,1,0,10,32.44,141.71,1,5,0,124,86,100.0,87,29,1882,101,1328,78.0,77,271.5,2,2337,88,26.55,8.59,18.5,3,0,,,,,,,,2.0,,,,,,2022-07-27
3479,3479,['2022-07-27'],6,1,5,0,4,11,12,8,32,2,1693,South Africa,235,15.71428571,9.615384615,125,4,13,AU Rashid,T Stubbs,DA Miller,1,1,1,12,,,,,,,,2.0,,,,,,73.0,70,253.2,3,1840,81,22.71,7.26,18.7,2,0,32.44,141.71,1,5,0,124,86,100.0,87,29,1882,101,1328,2022-07-27
3480,3480,['2022-07-27'],18,2,17,0,0,16,1,43,1,2,1693,South Africa,235,16.33333333,9.785714286,137,5,14,RJW Topley,AL Phehlukwayo,T Stubbs,0,1,1,13,9.07,113.39,0,0,6,13,4,35.0,20,6,127,27,112,12.0,12,41.1,0,341,12,28.41,8.28,20.5,0,0,,,,,,,,2.0,,,,,,2022-07-27
3481,3481,['2022-07-27'],12,0,26,1,0,19,4,50,7,2,1693,South Africa,235,17.0,10.0,150,5,15,RJ Gleeson,AL Phehlukwayo,T Stubbs,0,1,3,21,9.07,113.39,0,0,6,13,4,35.0,20,6,127,27,112,2.0,2,8,1,46,4,11.5,5.75,12,0,0,,,,,,,,2.0,,,,,,2022-07-27
3482,3482,['2022-07-27'],18,0,26,3,0,22,7,62,16,2,1693,South Africa,235,16.0,10.6875,171,5,16,SM Curran,AL Phehlukwayo,T Stubbs,0,1,0,10,9.07,113.39,0,0,6,13,4,35.0,20,6,127,27,112,18.0,18,51,1,409,16,25.56,8.01,19.1,0,0,,,,,,,,2.0,,,,,,2022-07-27
3483,3483,['2022-07-27'],12,0,24,2,8,10,25,18,70,2,1693,South Africa,235,18.0,10.64705882,181,5,17,CJ Jordan,T Stubbs,AL Phehlukwayo,0,0,0,3,,,,,,,,2.0,,,,,,78.0,77,271.5,2,2337,88,26.55,8.59,18.5,3,0,9.07,113.39,0,0,6,13,4,35.0,20,6,127,27,112,2022-07-27
3484,3484,['2022-07-27'],18,0,47,2,8,14,27,19,72,2,1693,South Africa,235,25.5,10.22222222,184,5,18,RJ Gleeson,T Stubbs,AL Phehlukwayo,3,0,0,4,,,,,,,,2.0,,,,,,2.0,2,8,1,46,4,11.5,5.75,12,0,0,9.07,113.39,0,0,6,13,4,35.0,20,6,127,27,112,2022-07-27
3486,3486,['2022-08-02'],0,0,0,0,0,0,0,0,0,1,1720,West Indies,210,10.0,0.0,0,0,0,DJ Hooda,BA King,KR Mayers,0,0,0,1,24.72,125.63,0,4,2,63,17,25.0,23,1,544,68,433,6.0,1,3,0,24,0,,8,,0,0,23.7,142.77,0,1,0,22,15,12.0,11,1,237,55,166,2022-08-02
3544,3544,['2022-08-01'],18,1,14,0,0,0,1,0,1,1,1718,India,210,10.0,6.789473684,129,9,19,JO Holder,Avesh Khan,Arshdeep Singh,1,1,0,9,,100,0,0,0,0,0,9.0,1,1,1,1,1,38.0,35,127.4,1,1058,40,26.45,8.28,19.1,2,1,,200,0,0,0,0,0,2.0,1,1,2,2,1,2022-08-01
3600,3600,['2022-08-06'],19,2,15,0,0,0,0,0,0,2,1725,West Indies,192,15.2,7.733333333,116,8,15,Avesh Khan,DC Drakes,AS Joseph,0,0,0,2,3,90,0,0,1,2,0,7.0,3,0,9,5,10,11.0,10,34.2,1,313,9,34.77,9.11,22.8,1,0,,45.45,0,0,0,0,0,3.0,1,1,5,5,11,2022-08-06
3601,3601,['2022-08-06'],19,3,40,0,0,2,4,1,1,2,1725,West Indies,192,18.5,7.375,118,8,16,AR Patel,AS Joseph,DC Drakes,0,0,1,9,,45.45,0,0,0,0,0,3.0,1,1,5,5,11,23.0,22,70.5,0,508,16,31.75,7.17,26.5,0,0,3,90,0,0,1,2,0,7.0,3,0,9,5,10,2022-08-06
3602,3602,['2022-08-06'],12,1,13,0,0,8,6,5,3,2,1725,West Indies,192,21.66666667,7.470588235,127,8,17,Arshdeep Singh,AS Joseph,DC Drakes,1,0,0,1,,45.45,0,0,0,0,0,3.0,1,1,5,5,11,4.0,4,15.3,1,101,6,16.83,6.51,15.5,0,0,3,90,0,0,1,2,0,7.0,3,0,9,5,10,2022-08-06
3603,3603,['2022-08-06'],0,0,0,0,0,4,7,0,4,2,1725,West Indies,192,32.0,7.111111111,128,9,18,DJ Hooda,AS Joseph,OC McCoy,0,0,0,4,,45.45,0,0,0,0,0,3.0,1,1,5,5,11,7.0,2,4,0,25,0,,6.25,,0,0,9,138.46,0,0,1,3,3,19.0,6,2,36,23,26,2022-08-06
3604,3604,['2022-08-06'],18,2,14,0,0,10,7,6,2,2,1725,West Indies,192,60.0,6.947368421,132,9,19,Arshdeep Singh,OC McCoy,AS Joseph,1,0,0,0,9,138.46,0,0,1,3,3,19.0,6,2,36,23,26,4.0,4,15.3,1,101,6,16.83,6.51,15.5,0,0,,45.45,0,0,0,0,0,3.0,1,1,5,5,11,2022-08-06
3641,3641,['2022-08-10'],0,0,0,0,0,0,0,0,0,1,1728,New Zealand,210,10.0,0.0,0,0,0,KR Mayers,MJ Guptill,DP Conway,0,1,0,8,32.2,135.99,2,20,3,301,170,118.0,114,7,3446,105,2534,14.0,2,3,0,24,0,,8,,0,0,50.16,139.35,0,4,0,62,15,20.0,17,5,602,99,432,2022-08-10
3681,3681,['2022-08-12'],0,0,0,0,0,0,0,0,0,1,1732,New Zealand,210,10.0,0.0,0,0,0,KR Mayers,MJ Guptill,DP Conway,0,0,0,4,32.05,135.71,2,20,3,302,171,119.0,115,7,3462,105,2551,15.0,3,4,0,32,0,,8,,0,0,49.61,139.91,0,4,0,66,17,21.0,18,5,645,99,461,2022-08-12
3683,3683,['2022-08-12'],6,0,4,0,0,4,8,9,2,1,1732,New Zealand,210,10.0,6.5,13,0,2,KR Mayers,DP Conway,MJ Guptill,0,1,1,14,49.61,139.91,0,4,0,66,17,21.0,18,5,645,99,461,15.0,3,4,0,32,0,,8,,0,0,32.05,135.71,2,20,3,302,171,119.0,115,7,3462,105,2551,2022-08-12
3779,3779,['2022-08-28'],20,1,22,2,0,3,5,8,10,1,1750,Pakistan,210,10.0,7.157894737,136,9,19,Arshdeep Singh,Haris Rauf,Shahnawaz Dhani,1,1,0,11,3,85.71,0,0,1,0,1,35.0,4,2,6,6,7,6.0,6,20.4,1,131,9,14.55,6.33,13.7,0,0,,,,,,,,2.0,,,,,,2022-08-28
3780,3780,['2022-08-28'],0,0,0,0,0,0,0,0,0,2,1750,India,148,7.4,0.0,0,0,0,Naseem Shah,RG Sharma,KL Rahul,1,0,0,3,32.28,140.26,4,27,8,313,163,132.0,124,16,3487,118,2486,,,,,,,,,,,,40.68,142.49,2,16,4,164,73,56.0,52,7,1831,110,1285,2022-08-28
3782,3782,['2022-08-28'],7,1,3,1,0,3,9,1,8,2,1750,India,148,7.666666667,5.0,10,1,2,Naseem Shah,V Kohli,RG Sharma,0,0,0,5,50.12,137.66,0,30,3,299,93,99.0,91,25,3308,94,2403,,,,,,,,,,,,32.28,140.26,4,27,8,313,163,132.0,124,16,3487,118,2486,2022-08-28
3794,3794,['2022-08-28'],13,1,8,1,0,16,16,18,18,2,1750,India,148,9.833333333,6.357142857,89,3,14,Naseem Shah,SA Yadav,RA Jadeja,1,0,1,8,37.33,175.45,1,5,2,66,37,23.0,21,3,672,117,383,,,,,,,,,,,,23.44,124.85,0,0,2,32,10,62.0,33,15,422,46,338,2022-08-28
3797,3797,['2022-08-28'],19,2,16,1,1,10,25,14,24,2,1750,India,148,10.66666667,6.823529412,116,4,17,Naseem Shah,RA Jadeja,HH Pandya,0,1,1,11,23.44,124.85,0,0,2,32,10,62.0,33,15,422,46,338,,,,,,,,,,,,23.16,144.04,0,1,2,57,46,67.0,48,12,834,51,579,2022-08-28
3852,3852,['2022-08-27'],13,0,7,0,0,8,3,3,1,1,1748,Sri Lanka,210,6.0,5.384615385,70,8,13,Rashid Khan,M Pathirana,C Karunaratne,0,0,0,3,,,,,,,,,,,,,,66.0,66,248.2,1,1546,112,13.8,6.22,13.3,4,2,14.45,110.41,0,0,4,6,8,25.0,21,10,159,24,144,2022-08-27
3853,3853,['2022-08-27'],19,3,12,0,0,9,8,3,4,1,1748,Sri Lanka,210,6.0,5.214285714,73,8,14,Mohammad Nabi,M Pathirana,C Karunaratne,1,0,0,2,,,,,,,,,,,,,,96.0,92,301.4,5,2202,80,27.52,7.29,22.6,3,0,14.45,110.41,0,0,4,6,8,25.0,21,10,159,24,144,2022-08-27
3854,3854,['2022-08-27'],19,0,10,0,0,11,0,4,0,1,1748,Sri Lanka,210,10.0,5.0,75,9,15,Rashid Khan,D Madushanka,C Karunaratne,0,0,0,2,,,,,,,,,,,,,,66.0,66,248.2,1,1546,112,13.8,6.22,13.3,4,2,14.45,110.41,0,0,4,6,8,25.0,21,10,159,24,144,2022-08-27
3855,3855,['2022-08-27'],18,2,13,0,0,1,16,1,5,1,1748,Sri Lanka,210,10.0,4.8125,77,9,16,Mujeeb Ur Rahman,C Karunaratne,D Madushanka,0,1,1,11,14.45,110.41,0,0,4,6,8,25.0,21,10,159,24,144,28.0,28,102,0,635,38,16.71,6.22,16.1,1,1,,,,,,,,,,,,,,2022-08-27
3856,3856,['2022-08-27'],12,2,3,1,1,1,22,1,16,1,1748,Sri Lanka,210,10.0,5.176470588,88,9,17,Fazalhaq Farooqi,C Karunaratne,D Madushanka,0,0,0,3,14.45,110.41,0,0,4,6,8,25.0,21,10,159,24,144,9.0,9,34,0,204,12,17,6,17,0,0,,,,,,,,,,,,,,2022-08-27
3857,3857,['2022-08-27'],12,1,15,1,1,1,28,1,18,1,1748,Sri Lanka,210,10.0,5.055555556,91,9,18,Naveen-ul-Haq,C Karunaratne,D Madushanka,0,0,1,8,14.45,110.41,0,0,4,6,8,25.0,21,10,159,24,144,18.0,18,56.5,1,451,25,18.04,7.93,13.6,0,0,,,,,,,,,,,,,,2022-08-27
3858,3858,['2022-08-27'],18,2,6,2,1,2,34,1,25,1,1748,Sri Lanka,210,10.0,5.210526316,99,9,19,Fazalhaq Farooqi,C Karunaratne,D Madushanka,1,0,1,6,14.45,110.41,0,0,4,6,8,25.0,21,10,159,24,144,9.0,9,34,0,204,12,17,6,17,0,0,,,,,,,,,,,,,,2022-08-27
3859,3859,['2022-08-27'],0,0,0,0,0,0,0,0,0,2,1748,Afghanistan,106,5.3,0.0,0,0,0,D Madushanka,Hazratullah,Rahmanullah Gurbaz,0,0,1,11,33.34,144.5,1,3,2,79,55,28.0,28,2,867,162,600,,,,,,,,,,,,25.03,133.86,0,4,3,58,38,27.0,27,0,676,87,505,2022-08-27
3861,3861,['2022-08-27'],0,0,0,0,0,10,4,7,0,2,1748,Afghanistan,106,5.055555556,7.5,15,0,2,M Pathirana,Rahmanullah Gurbaz,Hazratullah,0,1,2,16,25.03,133.86,0,4,3,58,38,27.0,27,0,676,87,505,,,,,,,,,,,,33.34,144.5,1,3,2,79,55,28.0,28,2,867,162,600,2022-08-27
3869,3869,['2022-08-27'],0,0,0,0,0,29,1,37,1,2,1748,Afghanistan,106,0.1,10.5,105,2,10,KIC Asalanka,Najibullah Zadran,Hazratullah,0,0,0,1,33.04,141.75,0,8,2,98,79,78.0,68,23,1487,73,1049,20.0,2,4,0,21,0,,5.25,,0,0,33.34,144.5,1,3,2,79,55,28.0,28,2,867,162,600,2022-08-27
3870,3870,['2022-09-01'],0,0,0,0,0,0,0,0,0,1,1755,Bangladesh,210,10.0,0.0,0,0,0,D Madushanka,Mehedi Hasan Miraz,Sabbir Rahman,0,0,1,11,10.44,117.5,0,0,2,7,4,13.0,11,2,94,19,80,1.0,1,1,0,10,0,,10,,0,0,24.89,120.81,0,4,2,89,28,44.0,43,5,946,80,783,2022-09-01
3872,3872,['2022-09-01'],0,0,0,0,0,4,8,4,6,1,1755,Bangladesh,210,10.0,7.0,14,0,2,AM Fernando,Mehedi Hasan Miraz,Sabbir Rahman,1,0,0,5,10.44,117.5,0,0,2,7,4,13.0,11,2,94,19,80,,,,,,,,,,,,24.89,120.81,0,4,2,89,28,44.0,43,5,946,80,783,2022-09-01
3874,3874,['2022-09-01'],6,1,5,0,0,14,4,18,2,1,1755,Bangladesh,210,8.0,7.25,29,1,4,AM Fernando,Shakib Al Hasan,Mehedi Hasan Miraz,0,1,1,18,22.96,120.87,0,10,6,203,43,100.0,99,11,2021,84,1672,,,,,,,,,,,,10.44,117.5,0,0,2,7,4,13.0,11,2,94,19,80,2022-09-01
3875,3875,['2022-09-01'],6,0,11,1,2,5,19,3,31,1,1755,Bangladesh,210,8.0,9.4,47,1,5,D Madushanka,Mehedi Hasan Miraz,Shakib Al Hasan,0,0,1,8,10.44,117.5,0,0,2,7,4,13.0,11,2,94,19,80,1.0,1,1,0,10,0,,10,,0,0,22.96,120.87,0,10,6,203,43,100.0,99,11,2021,84,1672,2022-09-01
3881,3881,['2022-09-01'],12,0,19,0,0,5,2,7,1,1,1755,Bangladesh,210,8.0,8.0,88,4,11,D Madushanka,Mahmudullah,Afif Hossain,0,0,0,3,23.53,117.23,0,6,4,160,63,120.0,112,23,2095,64,1787,1.0,1,1,0,10,0,,10,,0,0,19.18,117.16,0,2,6,51,23,48.0,43,6,710,52,606,2022-09-01
3885,3885,['2022-09-01'],12,1,23,2,1,17,14,22,21,1,1755,Bangladesh,210,12.0,8.2,123,4,15,AM Fernando,Afif Hossain,Mahmudullah,0,1,1,15,19.18,117.16,0,2,6,51,23,48.0,43,6,710,52,606,,,,,,,,,,,,23.53,117.23,0,6,4,160,63,120.0,112,23,2095,64,1787,2022-09-01
3886,3886,['2022-09-01'],18,0,22,3,2,18,19,24,34,1,1755,Bangladesh,210,12.0,8.625,138,4,16,D Madushanka,Afif Hossain,Mahmudullah,1,0,1,9,19.18,117.16,0,2,6,51,23,48.0,43,6,710,52,606,1.0,1,1,0,10,0,,10,,0,0,23.53,117.23,0,6,4,160,63,120.0,112,23,2095,64,1787,2022-09-01
3889,3889,['2022-09-01'],18,1,38,0,0,6,3,14,4,1,1755,Bangladesh,210,10.0,8.736842105,166,7,19,AM Fernando,Taskin Ahmed,Mosaddek Hossain,0,1,2,17,9.71,93.15,0,0,1,6,2,36.0,15,8,68,15,73,,,,,,,,,,,,22,115.32,0,0,2,18,8,22.0,20,7,286,48,248,2022-09-01
3895,3895,['2022-09-01'],0,0,0,1,2,17,13,20,23,2,1755,Sri Lanka,184,9.333333333,8.8,44,0,5,Ebadat Hossain,BKG Mendis,P Nissanka,2,0,0,4,19.51,120.67,0,6,3,53,27,36.0,36,1,683,79,566,,,,,,,,,,,,27.43,114.72,0,5,2,61,11,24.0,23,0,631,75,550,2022-09-01
3897,3897,['2022-09-01'],7,2,4,2,2,3,19,7,30,2,1755,Sri Lanka,184,9.384615385,8.857142857,62,2,7,Ebadat Hossain,BKG Mendis,MD Gunathilaka,1,0,1,9,19.51,120.67,0,6,3,53,27,36.0,36,1,683,79,566,,,,,,,,,,,,17.82,121.29,0,3,2,74,19,40.0,39,0,695,57,573,2022-09-01
3902,3902,['2022-09-01'],15,3,13,0,0,32,11,49,5,2,1755,Sri Lanka,184,11.125,7.916666667,95,4,12,Ebadat Hossain,MD Shanaka,BKG Mendis,0,2,0,22,20.3,116.53,0,4,9,73,49,69.0,65,15,1015,74,871,,,,,,,,,,,,19.51,120.67,0,6,3,53,27,36.0,36,1,683,79,566,2022-09-01
3908,3908,['2022-09-01'],24,3,35,0,0,0,5,0,6,2,1755,Sri Lanka,184,12.5,8.833333333,159,7,18,Ebadat Hossain,C Karunaratne,M Theekshana,1,0,2,17,15.83,104.39,0,0,4,9,9,26.0,22,10,190,31,182,,,,,,,,,,,,4,117.64,0,0,2,1,1,19.0,8,3,20,7,17,2022-09-01
3909,3909,['2022-09-01'],13,1,23,0,0,2,1,4,0,2,1755,Sri Lanka,184,8.0,9.263157895,176,8,19,Mahedi Hasan,M Theekshana,AM Fernando,0,0,1,8,4,117.64,0,0,2,1,1,19.0,8,3,20,7,17,37.0,35,120.3,1,777,29,26.79,6.44,24.9,0,0,,,,,,,,,,,,,,2022-09-01
3911,3911,['2022-09-03'],0,0,0,1,0,2,4,1,6,1,1757,Afghanistan,210,10.0,7.0,7,0,1,AM Fernando,Hazratullah,Rahmanullah Gurbaz,0,0,1,4,34.33,141.74,1,3,2,87,56,30.0,30,3,927,162,654,,,,,,,,,,,,25.06,134.38,0,4,3,62,42,29.0,29,0,727,87,541,2022-09-03
